"estuary","slopes","ci.up","ci.low","pvals","s.pvals","STATE","DLAT","DLONG","CONDITION","CLASSIFICATION","SUBCLASS","BARRIER_BACKBARRIER","CENTRAL_BASIN","FLUVIAL_BAYHEAD_DELTA","FLOOD_EBB_DELTA","INTERTIDAL_FLATS","MANGROVE","SALTMARSH_SALTFLAT","TIDAL_SANDBANKS","ROCKY_REEF","CORAL","CHANNEL","BEDROCK","FLOODPLAIN","BEDROCK_PERIMETER","PERIMETER","CATCHMENTAREA","WATERAREA","MAXLENGTH","MAXWIDTH","ENTLENGTH","ENTRANCEWIDTH","MEANWAVEHEIGHT","MEANWAVEPERIOD","MAXWAVEHEIGHT","MAXWAVEPERIOD","TIDALRANGE","TIDALTYPE"
"Q062",1.50303120363464e-05,2.04144375154911e-05,9.64618655720159e-06,4.44825531981099e-08,0.00105833583650277,"QLD",-16.496,141.296,"near pristine","tide dominated","TIDAL FLAT/CREEK",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,42.59,61,4.6,9.36,NA,NA,0.36,0.273,3.279,1.9,9.5,3.3,"Diurnal"
"Q195",1.16090500931802e-06,9.98090916771915e-06,-7.65909914908312e-06,0.792628104957338,1.27435990546319e-08,"QLD",-19.422,147.214,"largely unmodified","tide dominated","TIDAL FLAT/CREEK",NA,NA,NA,2.52445,0.75569,2.92327,6.1094,NA,NA,NA,0.86033,NA,NA,4.38755,NA,32,NA,NA,NA,NA,NA,0.222,4.911,1.6,9.8,2.4,"Semi Diurnal"
"Q221",1.00148284249026e-06,1.00874179971071e-05,-8.08445231212653e-06,0.825636947592656,0.0071740886873903,"QLD",-20.978,149.059,"largely unmodified","tide dominated","TIDAL FLAT/CREEK",NA,NA,NA,0.79959,3.31585,4.42815,3.47963,0.25392,NA,NA,1.8171,NA,NA,3.5577,14.68,27,1.322,2.7,0.92,NA,0.83,0.676,4.603,2.9,8.8,4.2,"Semi Diurnal"
"Q223",6.17502704285939e-06,1.91219871333936e-05,-6.77193304767482e-06,0.341245270539024,0.00325119661627943,"QLD",-21.074,149.212,"modified","tide dominated","TIDAL FLAT/CREEK",0.64914,NA,NA,0.04318,0.08348,2.54761,4.25696,0.07083,NA,NA,0.45437,NA,NA,NA,8.9,36,0.51,3.4,0.25,NA,0.33,0.792,5.305,3.7,10,4.6,"Semi Diurnal"
"Q245",-1.36391815873178e-06,5.79619601628328e-06,-8.52403233374684e-06,0.703428373474043,4.93532031032203e-09,"QLD",-22.33,149.914,"largely unmodified","tide dominated","TIDAL FLAT/CREEK",NA,NA,NA,NA,0.57252,29.82585,41.69426,0.99758,NA,NA,7.70243,NA,NA,0.39871,52.97,488,10.03,11.35,NA,NA,2.17,0.047,2.568,0.5,8,5.3,"Semi Diurnal"
"Q246",2.66903715988958e-06,1.25348419489495e-05,-7.19676762917032e-06,0.588808276047302,0.023599125788314,"QLD",-22.3,149.916,"largely unmodified","tide dominated","TIDAL FLAT/CREEK",NA,NA,NA,NA,0.17535,8.06602,5.6066,0.30075,NA,NA,1.76679,NA,NA,NA,25.24,25,1.05,5.2,NA,NA,1,0.047,2.568,0.5,8,5.4,"Semi Diurnal"
"Raffles Bay",2.58570111226301e-06,1.04970854079728e-05,-5.32568318344677e-06,0.513838185825321,6.70921502275853e-16,"NT",-11.225,132.397,"near pristine","tide dominated","OTHER",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,35.36,213,40.59,10.16,NA,NA,5.79,0.344,3.455,1.9,9.2,2.1,"Semi Diurnal"
"Ralphs Bay",3.48222715152083e-05,5.25431278079554e-05,1.71014152224613e-05,0.000112355367820382,1.00543273949272e-19,"TAS",-42.951,147.41,"no assessment","tide dominated","OTHER",2.42495,53.64312,NA,NA,0.6009,NA,0.10101,NA,NA,NA,0.11072,NA,NA,30.88959,47.66,116,51.37,11.39,5.43,NA,2.72,0.45,4.466,1.4,9.9,1.3,"Diurnal"
"Raspberry Creek",4.44876625978168e-06,1.4806171092042e-05,-5.90863857247864e-06,0.390760088957503,6.73751181816034e-05,"QLD",-22.487,150.407,"near pristine","tide dominated","TIDE-DOMINATED ESTUARY",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.58,64,0.29,2.76,NA,NA,0.4,0.4,3.989,1.4,8.7,4.9,"Semi Diurnal"
"Recherche Bay",2.82131993421104e-05,5.31928959482567e-05,3.23350273596397e-06,0.0251176748075585,0.099423278476424,"TAS",-43.557,146.917,"no assessment","tide dominated","OTHER",NA,NA,0.97907,0.27753,0.61705,NA,NA,NA,0.04774,NA,11.29017,NA,NA,NA,24.59,213,10.07,6.07,NA,NA,2.45,1.669,7.848,6,13.3,1.2,"Diurnal"
"Reliance/Leila Creek",1.27556946650986e-06,1.2007900202008e-05,-9.45676126898831e-06,0.812230201048517,0.158608446266546,"QLD",-21.001,149.126,"largely unmodified","tide dominated","TIDAL FLAT/CREEK",NA,NA,NA,4.69588,6.86473,8.24092,8.03149,0.92932,NA,NA,1.51252,NA,NA,0.4425,15.81,88,1.1,4.48,0.86,NA,0.46,0.792,5.305,3.7,10,4.3,"Semi Diurnal"
"Repulse Creek",4.70844529552399e-06,1.26373647651095e-05,-3.22047417406155e-06,0.235837756199417,2.23162881766428e-08,"QLD",-20.456,148.797,"near pristine","river dominated","TIDE-DOMINATED DELTA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,38.17,155,4.78,7.07,0.5,NA,2.54,0.201,3.948,1.1,8,3.1,"Semi Diurnal"
"Richmond River",6.67189613940177e-06,1.62053317052069e-05,-2.86153942640339e-06,0.162340447011595,1.51632518464879e-09,"NSW",-28.877,153.592,"extensively modified","river dominated","WAVE-DOMINATED DELTA",1.18897,NA,NA,0.85199,1.5785,7.60254,NA,0.68585,NA,NA,17.24535,NA,NA,5.84043,127.67,6878,19.73,41.47,0.83,NA,0.27,1.382,7.099,6.4,13.7,1.2,"Semi Diurnal"
"Ridley River",1.29841649329948e-05,2.50782971227762e-05,8.90032743213473e-07,0.032177032382236,0.00213854588526736,"WA",-20.224,118.853,"largely unmodified","river dominated","TIDE-DOMINATED DELTA",NA,NA,NA,NA,2.79867,0.99584,6.43816,0.94211,NA,NA,1.60949,NA,NA,4.35597,13.23,647,1.49,4.88,NA,NA,0.84,0.135,4.144,0.7,10.5,5.8,"Semi Diurnal"
"Ringarooma River",1.90212470285774e-05,6.36705742742591e-05,-2.56280802171043e-05,0.39608280750394,0.000373880182397454,"TAS",-40.861,147.888,"extensively modified","river dominated","WAVE-DOMINATED DELTA",1.13885,NA,NA,0.4352,NA,NA,0.31648,0.05889,NA,NA,0.76022,NA,NA,NA,15.97,1203,0.49,6.86,0.37,NA,0.11,1.044,5.187,5.5,9.9,1.5,"Semi Diurnal"
"Robbins Passage",-5.97013912238039e-06,1.89929190099518e-05,-3.09331972547126e-05,0.633306710362392,0.0041398983770335,"TAS",-40.73,145.058,"modified","tide dominated","OTHER",19.0758,NA,NA,2.46402,65.24997,NA,12.14903,1.47887,0.31001,NA,24.43962,NA,NA,0.27532,NA,583,NA,NA,NA,NA,4.36,0.724,7.901,5.2,13.2,2,"Semi Diurnal"
"Robe River",1.5544623840327e-05,2.75787247002824e-05,3.51052298037162e-06,0.0100697902751628,0.0533427381095267,"WA",-21.279,115.71,"largely unmodified","river dominated","TIDE-DOMINATED DELTA",NA,NA,NA,NA,1.92523,1.40003,10.12829,0.26233,NA,NA,3.10066,NA,NA,2.32783,33.93,7487,1.89,7.83,NA,NA,1.31,0.452,4.025,1.7,10.9,2.9,"Semi Diurnal"
"Robinson Inlet",-4.48222861105039e-06,3.11614455036421e-06,-1.2080601772465e-05,0.239164123088811,7.14212904617137e-05,"NT",-11.303,131.084,"near pristine","wave dominated","WAVE-DOMINATED ESTUARY",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,39.85,104,5.78,7.67,1.84,NA,0.56,0.51,4.277,2.8,7.4,3.1,"Semi Diurnal"
"Robinson River",1.67024224721273e-05,2.14983690893891e-05,1.19064758548656e-05,1.29325104046145e-11,1.21156817650576e-36,"WA",-16.932,123.81,"near pristine","tide dominated","TIDE-DOMINATED ESTUARY",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,62.72,3329,50.02,10.74,NA,NA,0.54,0.169,2.72,1.3,7.6,8.7,"Semi Diurnal"
"Robinson River",1.67024224721273e-05,2.14983690893891e-05,1.19064758548656e-05,1.29325104046145e-11,1.21156817650576e-36,"NT",-16.033,137.266,"near pristine","river dominated","WAVE-DOMINATED DELTA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,66.77,5766,10.15,21.91,NA,NA,0.41,0.4,3.712,2.5,8.7,2.3,"Diurnal"
"Rocky Dam Creek",2.30433736262551e-06,9.69483710603195e-06,-5.08616238078092e-06,0.533086567053125,0.000843203655341845,"QLD",-21.48,149.306,"modified","tide dominated","TIDE-DOMINATED ESTUARY",NA,NA,NA,NA,1.3569,29.68284,15.09981,4.42527,0.14788,NA,9.09914,NA,0.0629,NA,65.9,539,11.98,15.45,NA,NA,3.12,0.003,6.033,0.2,9.2,5,"Semi Diurnal"
"Rosie Creek",9.57884670781333e-06,1.45780489061541e-05,4.57964450947255e-06,0.000145161137349228,1.92909705618663e-40,"NT",-15.397,136.211,"near pristine","river dominated","TIDE-DOMINATED DELTA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,71.83,2857,7.04,14.85,NA,NA,1.03,0.381,3.529,2.1,6.7,2.1,"Diurnal"
"Ross River",6.8120762200887e-08,4.90244623769973e-06,-4.76620471329795e-06,0.977530077851398,0.000227596916401834,"QLD",-19.25,146.829,"modified","tide dominated","TIDAL FLAT/CREEK",NA,NA,NA,1.07437,1.01983,2.66411,0.71384,NA,NA,NA,1.52672,NA,NA,NA,54.73,881,3.29,21.92,NA,NA,0.38,0.186,5.528,1.5,10,2.3,"Semi Diurnal"
"Saint Georges Basin",1.45515912830062e-05,2.15792009730234e-05,7.52398159298896e-06,3.82327689462062e-05,0.00297956673593841,"NSW",-35.184,150.594,"modified","wave dominated","WAVE-DOMINATED ESTUARY",16.06281,34.54946,3.75395,0.56961,1.22626,0.09454,0.93989,0.27947,0.2732,NA,2.65214,NA,NA,1.12709,91.53,407,41.96,21.8,7.42,6.28,0.19,0.916,6.504,7.2,13,1.2,"Semi Diurnal"
"Saint Lawrence Creek",1.50834320625261e-05,2.58053746458809e-05,4.36148947917131e-06,0.00509609971144556,0.0168558084074572,"QLD",-22.284,149.613,"largely unmodified","tide dominated","TIDE-DOMINATED ESTUARY",NA,NA,NA,NA,5.01936,8.08824,19.18797,40.31007,0.06474,NA,24.60989,NA,1.88962,29.37787,46.73,469,19.1,15.98,NA,NA,3.89,0.35,3.675,1,7.9,6.1,"Semi Diurnal"
"Saint Marys River",7.78053977916754e-06,3.4482725667663e-05,-1.89216461093279e-05,0.560760710753235,8.64790009280391e-09,"WA",-34.163,119.578,"no assessment","wave dominated","WAVE-DOMINATED ESTUARY",0.08714,NA,0.20729,0.01983,0.01536,NA,0.13186,NA,NA,NA,0.16351,NA,NA,NA,7.42,NA,NA,3.38,0.33,0.72,0.17,NA,NA,NA,NA,NA,""
"Sale River",5.33057508099994e-06,1.50735071369173e-05,-4.41235697491746e-06,0.274374627426583,1.8394403034563e-18,"WA",-15.972,124.597,"near pristine","tide dominated","OTHER",NA,NA,NA,NA,0.93585,4.80759,0.1548,1.21349,NA,NA,5.56581,NA,NA,0.08498,58.29,1438,8.66,26.3,NA,NA,0.75,0.179,3.57,1.5,10,8.7,"Semi Diurnal"
"Saltwater Lagoon",3.02206890751692e-05,3.94391610869323e-05,2.10022170634061e-05,1.87841922930413e-10,0.325838306013542,"TAS",-42.04,148.278,"near pristine","wave dominated","OTHER",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,""
"Saltwater Lagoon",3.02206890751692e-05,3.94391610869323e-05,2.10022170634061e-05,1.87841922930413e-10,0.325838306013542,"NSW",-30.884,153.043,"modified","wave dominated","WAVE-DOMINATED ESTUARY",0.06398,0.16251,0.12394,0.03514,NA,NA,0.1851,NA,0.0086,NA,0.0761,NA,NA,NA,9.95,NA,0.42,3.83,0.41,NA,0.04,NA,NA,NA,NA,NA,""
"Sampan Creek",-2.98041846395137e-06,5.02782630213959e-06,-1.09886632300423e-05,0.457674057941151,1.22314753624564e-19,"NT",-12.267,131.775,"extensively modified","river dominated","TIDE-DOMINATED DELTA",NA,NA,NA,1.21299,0.27682,8.84692,5.47286,NA,NA,NA,2.43659,NA,2.03888,NA,17.98,7073,0.97,8.58,NA,NA,0.26,0.316,3.148,1.7,6.2,3.6,"Semi Diurnal"
"Sampson Inlet",1.70376829837724e-06,7.97134037079089e-06,-4.5638037740364e-06,0.586784962308364,2.46867577923846e-121,"WA",-15.512,124.459,"near pristine","tide dominated","OTHER",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.18,98,22.99,8.1,1,2.45,0.83,0.148,5.989,3,13.7,8.4,"Semi Diurnal"
"Sandon River",5.73864502794258e-06,1.71964460296105e-05,-5.71915597372533e-06,0.317210900183345,0.187172902225542,"NSW",-29.674,153.331,"near pristine","river dominated","WAVE-DOMINATED DELTA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,23.35,182,1.39,7.74,0.6,1.86,0.2,1.5,7.07,6.4,13.6,1.3,"Semi Diurnal"
"Sandy Creek",6.03660975567345e-06,1.5097618175904e-05,-3.02439866455713e-06,0.183151656215351,0.000539174550916341,"QLD",-21.246,149.233,"largely unmodified","tide dominated","TIDE-DOMINATED ESTUARY",NA,NA,NA,3.69761,1.80598,10.71583,7.14987,5.63333,0.11221,NA,10.87868,NA,NA,0.60247,60.71,678,11.81,16.08,NA,NA,2.61,0.188,5.776,1.3,9.5,4.8,"Semi Diurnal"
"Sarina Inlet",8.82694313376579e-06,1.76749470368597e-05,-2.10607693281566e-08,0.0463884087075957,9.32456809288662e-11,"QLD",-21.402,149.32,"largely unmodified","tide dominated","TIDE-DOMINATED ESTUARY",NA,NA,NA,NA,0.09438,5.36841,5.21956,3.00364,0.18762,NA,6.21735,NA,0.14154,NA,32.17,144,8.8,10.43,NA,NA,2.28,0.727,4.926,2.9,8.7,5.2,"Semi Diurnal"
"Scamander River",2.20036805938503e-05,3.69528780113073e-05,7.0544831763933e-06,0.00349143670032969,1.1677601007481e-07,"TAS",-41.465,148.264,"modified","wave dominated","WAVE-DOMINATED ESTUARY",0.2034,NA,2.46156,0.21011,0.2927,NA,0.28808,NA,NA,NA,1.3752,NA,NA,9.55123,NA,301,NA,NA,NA,NA,NA,0.955,6.182,3.1,10,1.5,"Semi Diurnal"
"Sea Elephant River",-9.67028268080435e-06,2.55394555114489e-05,-4.48800208730576e-05,0.584499595279578,0.133124489817025,"TAS",-39.916,143.987,"near pristine","wave dominated","STRANDPLAIN",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,""
"Seal River",-3.16264225999536e-05,-1.09997161376322e-06,-6.2152873586144e-05,0.0420265808601172,0.0339228006457439,"TAS",-40.07,143.94,"modified","wave dominated","WAVE-DOMINATED ESTUARY",0.11089,0.56092,NA,NA,0.20861,NA,0.19677,NA,NA,NA,0.13562,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,""
"Secure Bay",1.06741436499988e-05,1.77498013694147e-05,3.59848593058296e-06,0.00261553032684099,3.90779053236512e-21,"WA",-16.416,124.331,"near pristine","tide dominated","TIDE-DOMINATED ESTUARY",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,233.04,1778,72.39,27.85,3.56,1.47,1.2,0.19,2.823,1.7,6.2,10.5,"Semi Diurnal"
"Seven Emu Creek",7.89831161926959e-06,1.28840831195445e-05,2.91254011899472e-06,0.00165259602896336,2.08065711299146e-21,"NT",-16.112,137.353,"near pristine","wave dominated","STRANDPLAIN",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,19.97,523,1.53,5.96,0.52,0.73,0.39,0.199,3.742,1.6,9.4,2.3,"Diurnal"
"Shallow Inlet",7.88349108371702e-06,2.05832575804552e-05,-4.81627541302112e-06,0.215236904432286,0.00205113182125413,"VIC",-38.871,146.184,"largely unmodified","wave dominated","WAVE-DOMINATED ESTUARY",2.99533,NA,NA,0.42845,7.04799,NA,11.67968,0.11473,0.10634,NA,2.98393,NA,NA,0.14586,48.52,83,5.03,14,0.26,1.82,0.29,1.597,8.455,6.1,14.5,2.1,"Semi Diurnal"
"Shamrock Bay",6.94368053962252e-06,1.41968583726885e-05,-3.09497293443492e-07,0.0564954270366808,4.68142843935892e-10,"NT",-11.38,131.933,"near pristine","tide dominated","OTHER",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,27.36,76,19.52,7.64,NA,NA,3.19,0.402,3.837,2.8,7.4,2.8,"Semi Diurnal"
"Shark Creek",1.00121801409062e-05,1.52978413946039e-05,4.72651888720859e-06,0.000175809066838568,1.99021273797572e-38,"NT",-16.085,137.305,"near pristine","wave dominated","STRANDPLAIN",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18.16,83,0.95,6.28,NA,NA,0.31,0.4,3.712,2.5,8.7,2.3,"Diurnal"
"Sherlock River",2.86140125388948e-05,3.92995067825546e-05,1.79285182952349e-05,1.36202359550641e-07,5.86075364641032e-07,"WA",-20.664,117.652,"largely unmodified","tide dominated","TIDE-DOMINATED ESTUARY",NA,NA,NA,NA,10.46389,9.96757,48.91269,0.3693,0.04264,NA,13.77678,NA,NA,1.45545,50.47,5168,10.81,9.37,NA,NA,3.43,0.32,3.768,1.2,7.4,4.9,"Semi Diurnal"
"Shoal Bay",1.45247205530712e-05,2.05139503699679e-05,8.53549073617442e-06,1.42284230592616e-06,1.27987727859672e-52,"WA",-16.346,124.207,"near pristine","tide dominated","OTHER",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,63.29,174,22.73,9.82,NA,NA,4.03,0.19,2.823,1.7,6.2,10.3,"Semi Diurnal"
"Shoalhaven/Crookhaven River",1.5109594307943e-05,2.18354374839006e-05,8.38375113198539e-06,8.07322452255638e-06,8.65890721964826e-29,"NSW",-34.9,150.763,"extensively modified","river dominated","WAVE-DOMINATED DELTA",3.00039,1.43382,101.68148,4.4895,0.84879,3.21867,2.62498,NA,NA,NA,19.69845,NA,NA,0.24423,178.82,7326,28.06,49.47,0.64,6.48,0.83,1.153,6.563,7.8,12.8,1.2,"Semi Diurnal"
"Shoalwater Creek",1.19714816735163e-05,1.91066612433047e-05,4.83630210372797e-06,0.000830145145545779,2.82420618249891e-09,"QLD",-22.52,150.479,"near pristine","tide dominated","TIDE-DOMINATED ESTUARY",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,66.45,443,6.26,18.79,NA,NA,1.48,0.211,2.692,0.7,8.1,4.6,"Semi Diurnal"
"Skardon River",1.48047872023564e-05,2.5901927741561e-05,3.7076466631517e-06,0.00834146483425948,0.0207504434067061,"QLD",-11.757,141.994,"near pristine","tide dominated","TIDAL FLAT/CREEK",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,92.26,353,12.09,20,NA,NA,1.4,0.195,3.707,3,10.3,2.6,"Diurnal"
"Smiths Lake",3.02182100618843e-07,5.99112164110089e-06,-5.3867574398632e-06,0.915446575340596,6.87669523957293e-07,"NSW",-32.393,152.519,"largely unmodified","wave dominated","OTHER",0.98341,8.24145,NA,1.22303,0.02421,NA,NA,NA,NA,NA,0.2574,NA,NA,0.35045,25.62,46,10.503,7.51,2.85,NA,0.19,1.652,7.111,9.1,13.2,1.3,"Semi Diurnal"
"Snake Creek",1.97009513382444e-05,2.39828355321602e-05,1.54190671443287e-05,5.56303029852439e-19,2.09800679298678e-06,"QLD",-16.691,141.205,"near pristine","river dominated","TIDE-DOMINATED DELTA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,36.33,244,1.99,17.1,NA,NA,0.27,0.212,3.156,1.5,9.4,3.3,"Diurnal"
"Snowy River",-2.5168669168341e-06,5.6795853213252e-06,-1.07133191549934e-05,0.539475741399968,2.89595175589928e-10,"VIC",-37.805,148.557,"modified","wave dominated","WAVE-DOMINATED ESTUARY",0.99424,5.03053,0.38535,0.31979,1.2373,NA,6.04228,NA,NA,NA,3.87305,NA,NA,0.50016,71.99,15096,9.81,13.96,0.53,6.23,0.24,1.238,6.341,4,10.6,1.1,"Semi Diurnal"
"South West Rocks Creek",2.86622902526212e-06,1.43332632796197e-05,-8.60080522909547e-06,0.617544823498342,1.87167233153996e-05,"NSW",-30.883,153.038,"extensively modified","wave dominated","OTHER",NA,NA,NA,0.05428,0.1318,0.43428,0.48646,NA,NA,NA,0.12783,NA,NA,0.00995,4.01,NA,0.16,1.74,0.09,NA,0.064,NA,NA,NA,NA,NA,""
"Southern Moreton Bay",1.26601672269366e-05,1.91613822485604e-05,6.15895220531293e-06,0.000113774914196718,0.00184572976324843,"QLD",-27.74,153.447,"modified","tide dominated","OTHER",30.74964,0.89393,NA,7.22427,7.56404,40.69088,17.84764,23.43072,0.18483,NA,40.2479,NA,NA,9.86764,99.57,5872,56.83,28.71,1.99,0,2.15,1.318,6.791,4.5,11.6,1.3,"Semi Diurnal"
"Southport",2.46905186285552e-05,4.40198436677826e-05,5.36119358932779e-06,0.0114886741727805,7.34108811775256e-14,"TAS",-43.447,146.961,"largely unmodified","wave dominated","WAVE-DOMINATED ESTUARY",NA,4.06145,0.52811,0.85048,0.3954,NA,NA,NA,0.01468,NA,0.12817,NA,NA,0.19242,23.64,200,4.24,7.38,2.45,0.62,0.25,1.06,6.96,4.5,12.8,1.2,"Diurnal"
"Southport Lagoon",1.81055498070328e-05,3.32302492578384e-05,2.98085035622726e-06,0.017685179522442,2.03161612759967e-07,"TAS",-43.489,146.982,"near pristine","wave dominated","WAVE-DOMINATED ESTUARY",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20.93,43,10.06,3.97,5.19,0.53,0.24,1.06,6.96,4.5,12.8,1.2,"Diurnal"
"Spring Bay",3.10579283135821e-05,4.57688112308431e-05,1.63470453963212e-05,3.07421391714081e-05,0.961605778763207,"TAS",-42.549,147.923,"modified","tide dominated","OTHER",NA,NA,0.80899,NA,0.14016,NA,NA,NA,NA,NA,5.52407,NA,NA,8.43835,16.68,124,5.11,5.63,1.69,NA,1.49,0.469,6.122,2,10.5,1.1,"Diurnal"
"Staaten River",5.99191634179303e-06,1.10540407017267e-05,9.2979198185938e-07,0.0182592634286577,2.77969210363936e-10,"QLD",-16.398,141.295,"near pristine","river dominated","TIDE-DOMINATED DELTA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,90.09,25722,11.51,22.98,NA,NA,0.51,0.102,3.398,1,10,3.3,"Diurnal"
"Starke River",-2.9596729574897e-06,5.68566193198988e-06,-1.16050078469693e-05,0.494425400596799,8.84695686918527e-11,"QLD",-14.781,145.018,"near pristine","river dominated","TIDE-DOMINATED DELTA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13.44,178,0.58,6.46,NA,NA,0.29,1.149,5.759,2.7,11.3,2,"Semi Diurnal"
"Station Creek",-1.7965427300146e-05,9.2174126109447e-06,-4.51482672112367e-05,0.189303000565,0.186316495662518,"NSW",-29.951,153.253,"near pristine","wave dominated","OTHER",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.02,22,0.23,3.48,0.16,NA,0.058,1.486,7.122,6.5,13.7,1.4,"Semi Diurnal"
"Stewart River",-4.17770109723126e-06,6.44176660424179e-06,-1.47971687987043e-05,0.432399352612861,6.66006680277937e-11,"QLD",-14.07,143.692,"near pristine","river dominated","WAVE-DOMINATED DELTA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10.55,880,0.43,2.3,NA,NA,0.19,0.355,5.097,1.5,11,2.1,"Semi Diurnal"
"Stokes Inlet",-1.5559665376046e-05,-2.8829627117871e-06,-2.8236368040305e-05,0.0144050168607156,9.67984358750941e-12,"WA",-33.855,121.136,"modified","wave dominated","WAVE-DOMINATED ESTUARY",0.1834,8.62475,1.51265,0.03174,1.50793,NA,NA,NA,0.4304,NA,0.79879,NA,NA,0.0909,46.3,6384,11.57,12.85,2.46,2.23,0.079,1.484,8.204,5.2,15.2,0.7,"Diurnal"
"Styx River",-9.43581098420279e-07,4.14685093306054e-06,-6.0340131299011e-06,0.711005728817682,1.90303708627876e-08,"QLD",-22.376,149.785,"largely unmodified","tide dominated","TIDE-DOMINATED ESTUARY",NA,NA,NA,NA,10.31026,39.57892,60.73144,35.13552,0.30368,NA,57.35185,NA,NA,12.67789,141.17,1890,75.93,35.71,NA,NA,5.97,0.23,3.183,0.9,10.3,5.6,"Semi Diurnal"
"Swan Lake",1.67064892377304e-05,2.42555465865817e-05,9.15743188887899e-06,1.1012023439541e-05,0.00634059364379324,"NSW",-35.201,150.561,"largely unmodified","wave dominated","WAVE-DOMINATED ESTUARY",1.67602,4.12464,NA,0.9245,0.37213,NA,0.08629,NA,0.12307,NA,0.18055,NA,NA,0.03385,12.35,35,4.69,4.28,2.48,1.14,0.036,0.916,6.504,7.2,13,1.2,"Semi Diurnal"
"Swan River",3.74061842690795e-05,4.41138558119085e-05,3.06985127262504e-05,6.13561016710422e-27,9.32875179931729e-26,"WA",-32.055,115.735,"extensively modified","wave dominated","WAVE-DOMINATED ESTUARY",13.89036,32.96842,6.94898,NA,2.07434,0.04265,1.32747,0.38509,0.1517,NA,3.43946,NA,NA,0.41985,111.22,18440,37.65,36.34,3.62,9.28,0.39,1.205,8.032,7.3,14.3,0.4,"Diurnal"
"Sydenham Inlet",6.97550944336143e-06,1.53480165390847e-05,-1.39699765236181e-06,0.0965304611787436,0.39488172097822,"VIC",-37.781,149.017,"largely unmodified","wave dominated","WAVE-DOMINATED ESTUARY",0.54957,9.91461,0.67093,0.1674,1.44033,NA,7.11582,NA,NA,NA,0.94002,NA,NA,0.11081,56.16,1109,13.55,13.95,4.59,2.22,0.34,1.106,6.318,4.2,11.8,1.1,"Semi Diurnal"
"Tabba Tabba Creek",NA,0,0,NA,NA,"WA",-20.265,118.822,"largely unmodified","tide dominated","TIDAL FLAT/CREEK",NA,NA,NA,NA,4.44861,4.29987,14.10361,0.12331,NA,NA,4.08491,NA,NA,1.24986,17.92,621,1.87,4.63,NA,NA,0.85,0.135,4.144,0.7,10.5,5.8,"Semi Diurnal"
"Tabourie Lake",1.32828517785013e-05,1.93970652324318e-05,7.16863832457083e-06,1.59496670943304e-05,3.47736337074286e-09,"NSW",-35.438,150.411,"modified","wave dominated","WAVE-DOMINATED ESTUARY",1.32074,0.71653,0.31927,0.28981,0.47685,NA,0.40452,NA,0.03813,NA,0.53255,NA,NA,0.04501,13.67,30,1.57,5.45,1.28,3.61,0.054,1.184,6.631,7,12.2,1.2,"Semi Diurnal"
